agent,seq,tool,ts,tokens_in,tokens_out,cost_usd,cost_kind,duration_ms,model,success
main,48,file_ops,2026-06-30T05:41:50.592127+00:00,27445,489,0.018347,llm,2,openai/gpt-5.4,True
main,50,file_ops,2026-06-30T05:41:50.593912+00:00,27445,489,0.018347,llm,0,openai/gpt-5.4,True
main,52,file_ops,2026-06-30T05:41:58.337180+00:00,31349,621,0.034696,llm,1,openai/gpt-5.4,True
main,54,file_ops,2026-06-30T05:41:58.338743+00:00,31349,621,0.034696,llm,0,openai/gpt-5.4,False
main,56,search,2026-06-30T05:41:58.340220+00:00,31349,621,0.034696,llm,0,openai/gpt-5.4,True
main,58,search,2026-06-30T05:41:58.341311+00:00,31349,621,0.034696,llm,0,openai/gpt-5.4,True
main,60,file_ops,2026-06-30T05:42:05.692701+00:00,31818,482,0.016503,llm,2,openai/gpt-5.4,True
main,62,bash,2026-06-30T05:42:05.750309+00:00,31818,482,0.016503,llm,55,openai/gpt-5.4,True
main,64,web,2026-06-30T05:42:07.220353+00:00,31818,482,0.016503,llm,1469,openai/gpt-5.4,True
main,66,web,2026-06-30T05:42:22.654258+00:00,35174,692,0.026891,llm,6337,openai/gpt-5.4,True
main,68,file_ops,2026-06-30T05:42:22.657770+00:00,35174,692,0.026891,llm,1,openai/gpt-5.4,True
main,70,bash,2026-06-30T05:42:32.883734+00:00,39292,1168,0.037414,llm,105,openai/gpt-5.4,True
main,72,todo,2026-06-30T05:42:32.884593+00:00,39292,1168,0.037414,llm,0,openai/gpt-5.4,True
main,74,skill,2026-06-30T05:42:38.149102+00:00,40463,346,0.045291,llm,0,openai/gpt-5.4,True
main,76,skill,2026-06-30T05:42:38.151262+00:00,40463,346,0.045291,llm,0,openai/gpt-5.4,True
main,78,file_ops,2026-06-30T05:42:38.154626+00:00,40463,346,0.045291,llm,1,openai/gpt-5.4,True
main,80,todo,2026-06-30T05:42:47.740103+00:00,48594,989,0.046464,llm,1,openai/gpt-5.4,True
main/compute,2,file_ops,2026-06-30T05:43:04.946733+00:00,27690,207,0.106940,llm,6,anthropic/claude-sonnet-4-6,True
main/compute,4,file_ops,2026-06-30T05:43:04.955126+00:00,27690,207,0.106940,llm,6,anthropic/claude-sonnet-4-6,True
main/compute,6,file_ops,2026-06-30T05:43:08.459430+00:00,31931,153,0.023333,llm,4,anthropic/claude-sonnet-4-6,True
main/compute,8,service_search,2026-06-30T05:43:08.528491+00:00,31931,153,0.023333,llm,67,anthropic/claude-sonnet-4-6,True
main/compute,10,compute_run,2026-06-30T05:45:24.195760+00:00,34081,3589,0.081323,llm,69465,anthropic/claude-sonnet-4-6,True
main/compute,12,compute_cluster,2026-06-30T05:46:54.281157+00:00,34867,105,0.031421,llm,86577,anthropic/claude-sonnet-4-6,True
main/compute,14,compute_exec,2026-06-30T05:47:26.849100+00:00,35190,828,0.043235,llm,19331,anthropic/claude-sonnet-4-6,True
main/compute,16,compute_cluster,2026-06-30T05:48:26.411530+00:00,36212,126,0.035771,llm,56272,anthropic/claude-sonnet-4-6,True
main/compute,18,compute_cluster,2026-06-30T05:48:46.681370+00:00,36417,124,0.036356,llm,15309,anthropic/claude-sonnet-4-6,True
main/compute,20,compute_exec,2026-06-30T05:49:43.124523+00:00,37036,881,0.049568,llm,39118,anthropic/claude-sonnet-4-6,True
main/compute,22,compute_cluster,2026-06-30T05:50:35.622309+00:00,38005,126,0.041150,llm,48475,anthropic/claude-sonnet-4-6,True
main/compute,24,compute_cluster,2026-06-30T05:51:06.737202+00:00,38210,124,0.041735,llm,28531,anthropic/claude-sonnet-4-6,True
main/compute,26,compute_exec,2026-06-30T05:51:35.002923+00:00,38985,249,0.045935,llm,22569,anthropic/claude-sonnet-4-6,True
main/compute,28,compute_cluster,2026-06-30T05:52:35.422763+00:00,39368,126,0.045239,llm,57764,anthropic/claude-sonnet-4-6,True
main/compute,30,compute_cluster,2026-06-30T05:52:54.423892+00:00,39573,105,0.045539,llm,16348,anthropic/claude-sonnet-4-6,True
main/compute,32,compute_exec,2026-06-30T05:54:10.840620+00:00,41249,1545,0.072167,llm,36828,anthropic/claude-sonnet-4-6,True
main/compute,34,compute_cluster,2026-06-30T05:55:11.372359+00:00,42870,126,0.055745,llm,57767,anthropic/claude-sonnet-4-6,True
main/compute,36,compute_cluster,2026-06-30T05:55:41.419147+00:00,43075,105,0.056045,llm,24469,anthropic/claude-sonnet-4-6,True
main/compute,38,file_ops,2026-06-30T06:04:57.187672+00:00,44763,15999,0.299519,llm,1447,anthropic/claude-sonnet-4-6,True
main,90,task,2026-06-30T06:59:26.672008+00:00,49908,1203,0.034527,llm,4167057,openai/gpt-5.4,False
