agent,seq,tool,ts,tokens_in,tokens_out,cost_usd,cost_kind,duration_ms,model,success
main/compute,70,compute_cluster,2026-06-08T20:52:42.713319+00:00,83381,120,0.312689,llm,14463,anthropic/claude-sonnet-4-6,True
main/compute,72,materialize_workspace,2026-06-08T20:52:48.782418+00:00,90391,111,0.055792,llm,1646,anthropic/claude-sonnet-4-6,True
main/compute,74,file_ops,2026-06-08T20:52:52.288520+00:00,91082,158,0.050836,llm,8,anthropic/claude-sonnet-4-6,True
main/compute,76,file_ops,2026-06-08T20:52:52.297809+00:00,91082,158,0.050836,llm,8,anthropic/claude-sonnet-4-6,True
main/compute,78,compute_cluster,2026-06-08T20:53:11.859788+00:00,95738,99,0.068853,llm,16589,anthropic/claude-sonnet-4-6,True
main,34,task,2026-06-08T20:53:42.803208+00:00,54582,8317,0.149028,llm,2373756,anthropic/claude-sonnet-4-6,True
main,36,todo,2026-06-08T20:53:56.692822+00:00,60594,626,0.207059,llm,9,anthropic/claude-sonnet-4-6,True
main,38,materialize_workspace,2026-06-08T20:54:03.823661+00:00,61407,83,0.153538,llm,1542,anthropic/claude-sonnet-4-6,True
main,40,file_ops,2026-06-08T20:54:08.653949+00:00,62080,152,0.029658,llm,3,anthropic/claude-sonnet-4-6,True
main,42,file_ops,2026-06-08T20:54:08.657693+00:00,62080,152,0.029658,llm,2,anthropic/claude-sonnet-4-6,True
main/analyze,2,bash,2026-06-08T20:54:42.114032+00:00,17313,261,0.068837,llm,108,anthropic/claude-sonnet-4-6,True
main/analyze,4,bash,2026-06-08T20:54:42.170474+00:00,17313,261,0.068837,llm,56,anthropic/claude-sonnet-4-6,True
main/analyze,6,bash,2026-06-08T20:54:47.105794+00:00,19478,310,0.016344,llm,109,anthropic/claude-sonnet-4-6,True
main/analyze,8,bash,2026-06-08T20:54:47.162273+00:00,19478,310,0.016344,llm,56,anthropic/claude-sonnet-4-6,True
main/analyze,10,bash,2026-06-08T20:54:50.155288+00:00,20470,149,0.018621,llm,107,anthropic/claude-sonnet-4-6,True
main/analyze,12,bash,2026-06-08T20:54:53.779623+00:00,20750,90,0.018576,llm,957,anthropic/claude-sonnet-4-6,True
main/analyze,14,bash,2026-06-08T20:55:46.037842+00:00,20953,3891,0.068420,llm,1496,anthropic/claude-sonnet-4-6,True
main/analyze,16,bash,2026-06-08T20:56:08.714116+00:00,25851,1499,0.044996,llm,1156,anthropic/claude-sonnet-4-6,True
main,47,task,2026-06-08T20:56:25.399965+00:00,66730,1603,0.059965,llm,107617,anthropic/claude-sonnet-4-6,True
main,49,file_ops,2026-06-08T20:56:30.613935+00:00,69008,83,0.043035,llm,5,anthropic/claude-sonnet-4-6,True
main,51,todo,2026-06-08T20:56:37.798984+00:00,69931,332,0.050139,llm,1,anthropic/claude-sonnet-4-6,True
