agent,seq,tool,ts,tokens_in,tokens_out,cost_usd,cost_kind,duration_ms,model,success
main/compute,50,compute_cluster,2026-06-30T19:06:26.044864+00:00,47751,198,0.022323,llm,48807,anthropic/claude-sonnet-4-6,True
main/compute,52,compute_cluster,2026-06-30T19:07:00.225141+00:00,48904,182,0.021387,llm,29622,anthropic/claude-sonnet-4-6,True
main/compute,54,compute_exec,2026-06-30T19:07:47.586856+00:00,51348,435,0.030369,llm,36577,anthropic/claude-sonnet-4-6,True
main/compute,56,monitor,2026-06-30T19:07:54.652557+00:00,52709,259,0.024401,llm,15,anthropic/claude-sonnet-4-6,True
main/compute,58,compute_cluster,2026-06-30T19:13:35.447483+00:00,53912,246,0.024022,llm,334650,anthropic/claude-sonnet-4-6,True
main/compute,60,monitor_stop,2026-06-30T19:13:42.482287+00:00,55622,223,0.211925,llm,5,anthropic/claude-sonnet-4-6,True
main/compute,62,compute_exec,2026-06-30T19:14:27.974942+00:00,57191,1458,0.044448,llm,20692,anthropic/claude-sonnet-4-6,True
main/compute,64,compute_cluster,2026-06-30T19:15:30.360426+00:00,60262,188,0.031502,llm,56844,anthropic/claude-sonnet-4-6,True
main/compute,66,compute_cluster,2026-06-30T19:15:50.457608+00:00,61917,178,0.026963,llm,15262,anthropic/claude-sonnet-4-6,True
main/compute,68,compute_exec,2026-06-30T19:17:00.405126+00:00,65607,2043,0.063066,llm,36569,anthropic/claude-sonnet-4-6,True
main/compute,70,compute_cluster,2026-06-30T19:18:05.947273+00:00,68606,168,0.033456,llm,58333,anthropic/claude-sonnet-4-6,True
main/compute,72,compute_cluster,2026-06-30T19:18:32.155901+00:00,70168,157,0.028802,llm,21376,anthropic/claude-sonnet-4-6,True
main/compute,74,monitor_stop,2026-06-30T19:18:39.753440+00:00,72847,242,0.034735,llm,2,anthropic/claude-sonnet-4-6,True
main/compute,76,materialize_workspace,2026-06-30T19:18:50.247699+00:00,74355,139,0.029602,llm,6396,anthropic/claude-sonnet-4-6,True
main/compute,78,bash,2026-06-30T19:18:55.632118+00:00,76772,238,0.034948,llm,110,anthropic/claude-sonnet-4-6,True
main/compute,80,compute_cluster,2026-06-30T19:19:15.796066+00:00,78712,128,0.032235,llm,16264,anthropic/claude-sonnet-4-6,True
main/compute,83,compute_cluster,2026-06-30T19:22:41.092827+00:00,86035,301,0.049974,llm,165389,anthropic/claude-sonnet-4-6,True
main/compute,85,compute_cluster,2026-06-30T19:22:49.042597+00:00,87233,155,0.032636,llm,1842,anthropic/claude-sonnet-4-6,True
main/compute,87,compute_exec,2026-06-30T19:23:35.025434+00:00,88347,382,0.035250,llm,37454,anthropic/claude-sonnet-4-6,True
main/compute,89,compute_cluster,2026-06-30T19:24:21.428862+00:00,89536,151,0.035352,llm,43153,anthropic/claude-sonnet-4-6,True
main/compute,91,compute_cluster,2026-06-30T19:24:53.086792+00:00,90480,196,0.038859,llm,27535,anthropic/claude-sonnet-4-6,True
main/compute,93,materialize_workspace,2026-06-30T19:25:00.749312+00:00,91710,235,0.043134,llm,2310,anthropic/claude-sonnet-4-6,True
main/compute,95,compute_cluster,2026-06-30T19:25:17.039775+00:00,91710,235,0.043134,llm,16290,anthropic/claude-sonnet-4-6,True
main/compute,97,bash,2026-06-30T19:25:27.019041+00:00,93714,230,0.049071,llm,4443,anthropic/claude-sonnet-4-6,True
main/compute,99,bash,2026-06-30T19:25:32.093802+00:00,94692,215,0.051780,llm,53,anthropic/claude-sonnet-4-6,True
main/compute,101,monitor_stop,2026-06-30T19:25:35.164111+00:00,96301,111,0.055047,llm,2,anthropic/claude-sonnet-4-6,True
main,47,task,2026-06-30T19:25:53.299178+00:00,54059,1200,0.122961,llm,2072321,anthropic/claude-sonnet-4-6,True
main,49,bash,2026-06-30T19:25:58.917760+00:00,56517,218,0.188714,llm,53,anthropic/claude-sonnet-4-6,True
main,51,bash,2026-06-30T19:26:03.175806+00:00,57403,179,0.117678,llm,55,anthropic/claude-sonnet-4-6,True
main,53,todo,2026-06-30T19:26:13.398948+00:00,58388,336,0.122988,llm,7,anthropic/claude-sonnet-4-6,True
main,55,bash,2026-06-30T19:26:19.071996+00:00,59649,168,0.124251,llm,737,anthropic/claude-sonnet-4-6,True
main,57,bash,2026-06-30T19:26:44.761727+00:00,60501,1068,0.140307,llm,2806,anthropic/claude-sonnet-4-6,True
main,59,bash,2026-06-30T19:26:47.738671+00:00,62470,105,0.131769,llm,106,anthropic/claude-sonnet-4-6,True
main,61,bash,2026-06-30T19:26:56.291105+00:00,63475,371,0.138774,llm,525,anthropic/claude-sonnet-4-6,True
main,63,todo,2026-06-30T19:27:01.936868+00:00,64632,190,0.139530,llm,1,anthropic/claude-sonnet-4-6,True
