agent,seq,tool,ts,tokens_in,tokens_out,cost_usd,cost_kind,duration_ms,model,success
main,35,task,2026-06-09T03:11:55.891501+00:00,55820,1925,0.050657,llm,4212703,anthropic/claude-sonnet-4-6,True
main,37,bash,2026-06-09T03:12:12.436861+00:00,59134,618,0.202559,llm,53,anthropic/claude-sonnet-4-6,True
main,39,file_ops,2026-06-09T03:12:17.047662+00:00,59279,85,0.150447,llm,1,anthropic/claude-sonnet-4-6,True
main/compute,2,service_search,2026-06-09T03:15:46.507657+00:00,30149,480,0.120257,llm,34,anthropic/claude-sonnet-4-6,True
main/compute,4,todo,2026-06-09T03:15:46.516667+00:00,30149,480,0.120257,llm,8,anthropic/claude-sonnet-4-6,True
main/compute,6,compute_run,2026-06-09T03:16:56.451869+00:00,31369,384,0.018470,llm,62613,anthropic/claude-sonnet-4-6,True
main/compute,8,compute_cluster,2026-06-09T03:17:42.906311+00:00,32115,103,0.017432,llm,43041,anthropic/claude-sonnet-4-6,True
main/compute,10,compute_exec,2026-06-09T03:17:54.176937+00:00,32435,184,0.019607,llm,8254,anthropic/claude-sonnet-4-6,True
main/compute,12,compute_cluster,2026-06-09T03:18:24.947513+00:00,32806,124,0.015125,llm,27866,anthropic/claude-sonnet-4-6,True
main/compute,14,compute_cluster,2026-06-09T03:18:41.747036+00:00,33007,103,0.014237,llm,14439,anthropic/claude-sonnet-4-6,True
main/compute,16,file_ops,2026-06-09T03:24:24.068077+00:00,33900,5413,0.094550,llm,9,anthropic/claude-sonnet-4-6,True
main/compute,18,compute_exec,2026-06-09T03:24:54.728444+00:00,39203,762,0.037910,llm,16494,anthropic/claude-sonnet-4-6,True
main/compute,20,compute_cluster,2026-06-09T03:25:23.264600+00:00,40102,124,0.030582,llm,25946,anthropic/claude-sonnet-4-6,True
main/compute,22,compute_cluster,2026-06-09T03:25:39.568077+00:00,40303,103,0.016733,llm,13406,anthropic/claude-sonnet-4-6,True
main/compute,24,compute_exec,2026-06-09T03:26:04.155191+00:00,40868,713,0.025762,llm,16484,anthropic/claude-sonnet-4-6,True
main/compute,26,compute_cluster,2026-06-09T03:26:32.626525+00:00,41670,124,0.018826,llm,26016,anthropic/claude-sonnet-4-6,True
main/compute,28,compute_cluster,2026-06-09T03:26:48.279416+00:00,41871,103,0.017096,llm,13481,anthropic/claude-sonnet-4-6,True
main/compute,30,compute_exec,2026-06-09T03:27:23.037268+00:00,42931,1017,0.032277,llm,16481,anthropic/claude-sonnet-4-6,True
main/compute,32,compute_cluster,2026-06-09T03:27:52.202518+00:00,44007,124,0.021603,llm,25947,anthropic/claude-sonnet-4-6,True
main/compute,34,compute_cluster,2026-06-09T03:28:07.976064+00:00,44208,103,0.021954,llm,13302,anthropic/claude-sonnet-4-6,True
main/compute,36,file_ops,2026-06-09T03:32:14.028220+00:00,45133,14769,0.238853,llm,5,anthropic/claude-sonnet-4-6,True
main/compute,38,compute_exec,2026-06-09T03:33:30.771084+00:00,50931,4265,0.098181,llm,18619,anthropic/claude-sonnet-4-6,True
main/compute,40,monitor,2026-06-09T03:33:35.758058+00:00,55383,166,0.050053,llm,26,anthropic/claude-sonnet-4-6,True
main/compute,42,compute_cluster,2026-06-09T03:35:38.478643+00:00,55799,155,0.032327,llm,119205,anthropic/claude-sonnet-4-6,True
main/compute,44,monitor_stop,2026-06-09T03:35:43.459884+00:00,57282,128,0.026299,llm,1,anthropic/claude-sonnet-4-6,True
main/compute,46,compute_cluster,2026-06-09T03:36:02.371519+00:00,58630,232,0.025728,llm,13339,anthropic/claude-sonnet-4-6,True
main/compute,48,materialize_workspace,2026-06-09T03:36:07.173999+00:00,62845,131,0.032207,llm,1390,anthropic/claude-sonnet-4-6,True
main/compute,50,file_ops,2026-06-09T03:36:09.868778+00:00,63448,101,0.036745,llm,7,anthropic/claude-sonnet-4-6,True
main/compute,52,compute_cluster,2026-06-09T03:36:29.209043+00:00,65763,92,0.043555,llm,16251,anthropic/claude-sonnet-4-6,True
main/compute,54,bash,2026-06-09T03:36:36.054356+00:00,65960,373,0.033902,llm,113,anthropic/claude-sonnet-4-6,True
main,53,task,2026-06-09T03:37:08.945436+00:00,61417,11406,0.209959,llm,1291571,anthropic/claude-sonnet-4-6,False
main,55,bash,2026-06-09T03:41:23.506439+00:00,65719,212,0.216223,llm,55,anthropic/claude-sonnet-4-6,True
main,57,file_ops,2026-06-09T03:41:28.805565+00:00,65891,111,0.172387,llm,1,anthropic/claude-sonnet-4-6,True
main,59,bash,2026-06-09T03:41:43.157510+00:00,68216,611,0.039194,llm,632,anthropic/claude-sonnet-4-6,True
main,61,file_ops,2026-06-09T03:41:46.124879+00:00,68645,102,0.030182,llm,2,anthropic/claude-sonnet-4-6,True
main,63,file_ops,2026-06-09T03:41:49.736471+00:00,73883,100,0.046675,llm,2,anthropic/claude-sonnet-4-6,True
main,65,bash,2026-06-09T03:47:31.924447+00:00,78832,3775,0.111786,llm,686,anthropic/claude-sonnet-4-6,True
main,67,bash,2026-06-09T03:51:22.926257+00:00,80539,14073,0.256941,llm,656,anthropic/claude-sonnet-4-6,True
main/analyze,2,file_ops,2026-06-09T03:52:38.252615+00:00,17175,133,0.066400,llm,4,anthropic/claude-sonnet-4-6,True
main/analyze,4,bash,2026-06-09T03:52:56.088353+00:00,19332,777,0.023284,llm,328,anthropic/claude-sonnet-4-6,True
main/analyze,6,file_ops,2026-06-09T03:54:18.742856+00:00,19435,6418,0.109841,llm,7,anthropic/claude-sonnet-4-6,True
main/analyze,8,bash,2026-06-09T03:54:21.556529+00:00,25886,96,0.034364,llm,56,anthropic/claude-sonnet-4-6,False
main/analyze,10,bash,2026-06-09T03:54:25.272840+00:00,26076,131,0.032580,llm,109,anthropic/claude-sonnet-4-6,True
main/analyze,12,file_ops,2026-06-09T03:54:27.844687+00:00,26295,150,0.033574,llm,4,anthropic/claude-sonnet-4-6,True
main/analyze,14,bash,2026-06-09T03:54:30.159675+00:00,26572,101,0.011166,llm,54,anthropic/claude-sonnet-4-6,True
main/analyze,16,bash,2026-06-09T03:54:54.335535+00:00,26778,196,0.013156,llm,20574,anthropic/claude-sonnet-4-6,True
main/analyze,18,file_ops,2026-06-09T03:54:56.781898+00:00,27294,150,0.013392,llm,4,anthropic/claude-sonnet-4-6,True
main,72,task,2026-06-09T03:55:08.215512+00:00,82244,3836,0.091318,llm,153843,anthropic/claude-sonnet-4-6,True
main,74,file_ops,2026-06-09T03:55:11.005897+00:00,84260,83,0.037537,llm,6,anthropic/claude-sonnet-4-6,True
main,76,todo,2026-06-09T03:55:16.204367+00:00,84955,245,0.037913,llm,9,anthropic/claude-sonnet-4-6,True
