agent,seq,tool,ts,tokens_in,tokens_out,cost_usd,cost_kind,duration_ms,model,success
main/research,40,web,2026-06-30T12:08:33.082488+00:00,20138,1615,0.069832,llm,5390,anthropic/claude-sonnet-4-6,True
main/research,42,web,2026-06-30T12:08:38.073956+00:00,20138,1615,0.069832,llm,4989,anthropic/claude-sonnet-4-6,True
main/research,44,web,2026-06-30T12:08:40.353510+00:00,20138,1615,0.069832,llm,2278,anthropic/claude-sonnet-4-6,False
main/research,46,web,2026-06-30T12:08:42.657363+00:00,20138,1615,0.069832,llm,2302,anthropic/claude-sonnet-4-6,False
main/research,50,web,2026-06-30T12:09:06.833242+00:00,22240,1099,0.068398,llm,5708,anthropic/claude-sonnet-4-6,True
main/research,52,web,2026-06-30T12:09:13.645952+00:00,22240,1099,0.068398,llm,6811,anthropic/claude-sonnet-4-6,True
main/research,54,web,2026-06-30T12:09:15.636156+00:00,22240,1099,0.068398,llm,1989,anthropic/claude-sonnet-4-6,True
main/research,56,web,2026-06-30T12:09:17.719568+00:00,22240,1099,0.068398,llm,2082,anthropic/claude-sonnet-4-6,True
main/research,58,web,2026-06-30T12:09:43.801190+00:00,24537,1199,0.076789,llm,6013,anthropic/claude-sonnet-4-6,True
main/research,60,web,2026-06-30T12:09:47.463092+00:00,24537,1199,0.076789,llm,3660,anthropic/claude-sonnet-4-6,False
main/research,62,web,2026-06-30T12:09:50.879231+00:00,24537,1199,0.076789,llm,3415,anthropic/claude-sonnet-4-6,False
main/research,64,web,2026-06-30T12:09:53.919735+00:00,24537,1199,0.076789,llm,3038,anthropic/claude-sonnet-4-6,True
main/research,66,web,2026-06-30T12:10:23.404528+00:00,26426,1652,0.089251,llm,2926,anthropic/claude-sonnet-4-6,True
main/research,68,web,2026-06-30T12:10:29.084877+00:00,26426,1652,0.089251,llm,5679,anthropic/claude-sonnet-4-6,True
main/research,70,web,2026-06-30T12:10:35.099249+00:00,26426,1652,0.089251,llm,6013,anthropic/claude-sonnet-4-6,False
main/research,72,web,2026-06-30T12:10:59.505384+00:00,28329,1313,0.089875,llm,1358,anthropic/claude-sonnet-4-6,False
main/research,74,web,2026-06-30T12:11:05.859863+00:00,28329,1313,0.089875,llm,6354,anthropic/claude-sonnet-4-6,True
main/research,76,web,2026-06-30T12:11:09.180756+00:00,28329,1313,0.089875,llm,3318,anthropic/claude-sonnet-4-6,True
main/research,78,web,2026-06-30T12:11:39.452976+00:00,30175,1357,0.096073,llm,6525,anthropic/claude-sonnet-4-6,True
main/research,80,web,2026-06-30T12:11:45.141724+00:00,30175,1357,0.096073,llm,5688,anthropic/claude-sonnet-4-6,True
main/research,82,web,2026-06-30T12:11:53.120814+00:00,30175,1357,0.096073,llm,7977,anthropic/claude-sonnet-4-6,True
main/research,84,web,2026-06-30T12:12:16.363983+00:00,32324,1240,0.100765,llm,1362,anthropic/claude-sonnet-4-6,False
main/research,86,web,2026-06-30T12:12:17.616647+00:00,32324,1240,0.100765,llm,1252,anthropic/claude-sonnet-4-6,False
main/research,90,web,2026-06-30T12:12:19.408881+00:00,32324,1240,0.100765,llm,1791,anthropic/claude-sonnet-4-6,True
main/research,92,web,2026-06-30T12:12:51.374561+00:00,33062,1695,0.109804,llm,629,anthropic/claude-sonnet-4-6,False
main/research,94,web,2026-06-30T12:12:53.545544+00:00,33062,1695,0.109804,llm,2169,anthropic/claude-sonnet-4-6,False
main/research,96,web,2026-06-30T12:13:26.490381+00:00,33675,1457,0.108073,llm,6315,anthropic/claude-sonnet-4-6,True
main/research,98,file_ops,2026-06-30T12:15:02.786632+00:00,34516,6326,0.183631,llm,7,anthropic/claude-sonnet-4-6,True
main/research,100,file_ops,2026-06-30T12:15:05.659148+00:00,38233,81,0.101107,llm,4,anthropic/claude-sonnet-4-6,True
main,21,task,2026-06-30T12:15:24.659409+00:00,37080,492,0.061418,llm,559334,anthropic/claude-sonnet-4-6,True
main,23,todo,2026-06-30T12:18:05.760182+00:00,38916,9412,0.273818,llm,11,anthropic/claude-sonnet-4-6,True
main,25,bash,2026-06-30T12:18:08.013681+00:00,40036,59,0.063791,llm,107,anthropic/claude-sonnet-4-6,True
main/compute,2,service_search,2026-06-30T12:19:08.637674+00:00,29270,496,0.117200,llm,62,anthropic/claude-sonnet-4-6,True
main/compute,4,todo,2026-06-30T12:19:08.639242+00:00,29270,496,0.117200,llm,1,anthropic/claude-sonnet-4-6,True
main/compute,6,compute_run,2026-06-30T12:20:22.389784+00:00,30338,416,0.018233,llm,66729,anthropic/claude-sonnet-4-6,True
main/compute,8,compute_cluster,2026-06-30T12:21:46.498590+00:00,31122,100,0.015845,llm,81436,anthropic/claude-sonnet-4-6,True
main/compute,10,compute_exec,2026-06-30T12:22:10.282082+00:00,31438,192,0.018173,llm,19953,anthropic/claude-sonnet-4-6,True
main/compute,12,compute_cluster,2026-06-30T12:23:04.901755+00:00,31807,121,0.018215,llm,52065,anthropic/claude-sonnet-4-6,True
main/compute,14,compute_cluster,2026-06-30T12:23:38.645158+00:00,32002,119,0.018770,llm,29529,anthropic/claude-sonnet-4-6,True
main/compute,16,todo,2026-06-30T12:28:01.975731+00:00,32811,13552,0.222692,llm,11,anthropic/claude-sonnet-4-6,True
main/compute,18,file_ops,2026-06-30T12:29:53.484700+00:00,33620,7518,0.134609,llm,10,anthropic/claude-sonnet-4-6,True
main/compute,20,compute_exec,2026-06-30T12:30:46.803797+00:00,41167,746,0.055670,llm,38789,anthropic/claude-sonnet-4-6,True
main/compute,22,compute_cluster,2026-06-30T12:31:34.037446+00:00,42090,121,0.049064,llm,44573,anthropic/claude-sonnet-4-6,True
main/compute,24,compute_cluster,2026-06-30T12:32:06.381943+00:00,42285,119,0.049619,llm,28547,anthropic/claude-sonnet-4-6,True
main/compute,26,compute_exec,2026-06-30T12:33:15.748737+00:00,42862,955,0.063890,llm,51106,anthropic/claude-sonnet-4-6,True
main/compute,28,monitor,2026-06-30T12:33:19.885908+00:00,43216,164,0.053087,llm,30,anthropic/claude-sonnet-4-6,True
main/compute,30,compute_cluster,2026-06-30T12:34:13.428999+00:00,43628,151,0.054128,llm,50661,anthropic/claude-sonnet-4-6,True
main/compute,32,monitor_stop,2026-06-30T12:34:18.168687+00:00,43899,226,0.056066,llm,3,anthropic/claude-sonnet-4-6,True
main/compute,34,compute_cluster,2026-06-30T12:34:46.441336+00:00,43899,226,0.056066,llm,28271,anthropic/claude-sonnet-4-6,True
main/compute,36,compute_exec,2026-06-30T12:36:36.000218+00:00,44437,4865,0.127265,llm,38752,anthropic/claude-sonnet-4-6,True
main/compute,38,compute_cluster,2026-06-30T12:37:36.801399+00:00,49296,121,0.070682,llm,58140,anthropic/claude-sonnet-4-6,True
main/compute,40,compute_cluster,2026-06-30T12:37:55.518271+00:00,49491,119,0.071237,llm,15326,anthropic/claude-sonnet-4-6,True
main/compute,42,compute_exec,2026-06-30T12:38:38.487069+00:00,49877,133,0.072605,llm,39088,anthropic/claude-sonnet-4-6,True
main/compute,44,monitor,2026-06-30T12:38:42.401024+00:00,50187,154,0.073850,llm,16,anthropic/claude-sonnet-4-6,True
main/compute,46,compute_cluster,2026-06-30T12:39:32.262429+00:00,50739,237,0.076751,llm,45403,anthropic/claude-sonnet-4-6,True
main/compute,48,monitor_stop,2026-06-30T12:39:36.676182+00:00,52170,232,0.117264,llm,5,anthropic/claude-sonnet-4-6,True
main/compute,50,compute_cluster,2026-06-30T12:40:05.166270+00:00,52170,232,0.117264,llm,28488,anthropic/claude-sonnet-4-6,True
main/compute,52,compute_exec,2026-06-30T12:43:19.872479+00:00,60823,10185,0.200883,llm,36983,anthropic/claude-sonnet-4-6,True
main/compute,54,compute_cluster,2026-06-30T12:44:26.966030+00:00,67218,226,0.045626,llm,61826,anthropic/claude-sonnet-4-6,True
main/compute,56,compute_exec,2026-06-30T12:44:57.714093+00:00,68637,246,0.029185,llm,24969,anthropic/claude-sonnet-4-6,True
main/compute,58,compute_cluster,2026-06-30T12:46:37.776372+00:00,70163,193,0.029217,llm,94489,anthropic/claude-sonnet-4-6,True
main/compute,60,compute_cluster,2026-06-30T12:47:12.057375+00:00,70998,215,0.026787,llm,29558,anthropic/claude-sonnet-4-6,True
main/compute,62,compute_exec,2026-06-30T12:56:47.272399+00:00,80631,14840,0.275061,llm,39197,anthropic/claude-sonnet-4-6,True
main/compute,64,compute_cluster,2026-06-30T12:57:51.130583+00:00,85796,121,0.069771,llm,57781,anthropic/claude-sonnet-4-6,True
main/compute,66,compute_exec,2026-06-30T12:58:23.747262+00:00,85991,124,0.070401,llm,29339,anthropic/claude-sonnet-4-6,True
main/compute,68,compute_cluster,2026-06-30T13:01:44.098176+00:00,86292,122,0.071274,llm,167894,anthropic/claude-sonnet-4-6,True
main/compute,70,compute_cluster,2026-06-30T13:02:14.863861+00:00,86488,119,0.071817,llm,27597,anthropic/claude-sonnet-4-6,True
main/compute,72,compute_exec,2026-06-30T13:04:30.966207+00:00,91676,6587,0.184401,llm,37054,anthropic/claude-sonnet-4-6,True
main/compute,74,compute_cluster,2026-06-30T13:06:02.733524+00:00,96588,122,0.102162,llm,88880,anthropic/claude-sonnet-4-6,True
main/compute,76,compute_cluster,2026-06-30T13:06:41.117268+00:00,96784,119,0.102705,llm,30640,anthropic/claude-sonnet-4-6,True
main/compute,78,compute_exec,2026-06-30T13:09:40.663962+00:00,100584,9351,0.252585,llm,37616,anthropic/claude-sonnet-4-6,True
main/compute,80,compute_cluster,2026-06-30T13:14:21.098137+00:00,104684,122,0.126450,llm,277567,anthropic/claude-sonnet-4-6,True
main/compute,82,compute_cluster,2026-06-30T13:14:39.300558+00:00,104880,119,0.126993,llm,15406,anthropic/claude-sonnet-4-6,True
main/compute,84,materialize_workspace,2026-06-30T13:14:49.135026+00:00,107560,106,0.134838,llm,6242,anthropic/claude-sonnet-4-6,True
main/compute,86,bash,2026-06-30T13:14:54.518847+00:00,109238,333,0.143277,llm,115,anthropic/claude-sonnet-4-6,True
main/compute,88,compute_cluster,2026-06-30T13:15:17.098532+00:00,111015,307,0.148218,llm,16494,anthropic/claude-sonnet-4-6,True
main/compute,90,todo,2026-06-30T13:15:17.109473+00:00,111015,307,0.148218,llm,9,anthropic/claude-sonnet-4-6,True
main,46,task,2026-06-30T13:16:05.304021+00:00,40109,2589,0.101960,llm,3396220,anthropic/claude-sonnet-4-6,True
main,48,materialize_workspace,2026-06-30T13:21:02.001605+00:00,44277,193,0.151616,llm,4660,anthropic/claude-sonnet-4-6,True
main,50,file_ops,2026-06-30T13:21:06.752636+00:00,46052,168,0.083474,llm,8,anthropic/claude-sonnet-4-6,True
main,52,file_ops,2026-06-30T13:21:06.757411+00:00,46052,168,0.083474,llm,3,anthropic/claude-sonnet-4-6,True
main,54,file_ops,2026-06-30T13:21:09.740130+00:00,47973,147,0.088922,llm,1,anthropic/claude-sonnet-4-6,True
main,56,file_ops,2026-06-30T13:21:09.741547+00:00,47973,147,0.088922,llm,0,anthropic/claude-sonnet-4-6,True
main/analyze,2,bash,2026-06-30T13:21:48.153897+00:00,17197,170,0.067036,llm,52,anthropic/claude-sonnet-4-6,True
main/analyze,4,bash,2026-06-30T13:21:48.210185+00:00,17197,170,0.067036,llm,55,anthropic/claude-sonnet-4-6,True
main/analyze,6,bash,2026-06-30T13:21:50.822476+00:00,18513,84,0.010375,llm,56,anthropic/claude-sonnet-4-6,True
main/analyze,8,file_ops,2026-06-30T13:22:33.623680+00:00,19755,2966,0.057331,llm,3,anthropic/claude-sonnet-4-6,True
main/analyze,10,bash,2026-06-30T13:22:36.766263+00:00,22661,95,0.022984,llm,54,anthropic/claude-sonnet-4-6,False
main/analyze,12,bash,2026-06-30T13:22:41.756219+00:00,22850,125,0.024001,llm,56,anthropic/claude-sonnet-4-6,True
main/analyze,14,bash,2026-06-30T13:22:44.691155+00:00,23070,135,0.024811,llm,57,anthropic/claude-sonnet-4-6,True
main/analyze,16,bash,2026-06-30T13:22:50.815596+00:00,23323,151,0.025810,llm,2417,anthropic/claude-sonnet-4-6,True
main/analyze,18,bash,2026-06-30T13:22:55.002927+00:00,23704,217,0.027943,llm,56,anthropic/claude-sonnet-4-6,True
main/analyze,20,bash,2026-06-30T13:22:58.037259+00:00,23951,130,0.027379,llm,56,anthropic/claude-sonnet-4-6,True
main/analyze,22,bash,2026-06-30T13:23:00.668754+00:00,24367,80,0.027877,llm,52,anthropic/claude-sonnet-4-6,True
main/analyze,24,file_ops,2026-06-30T13:23:04.486103+00:00,24547,145,0.029392,llm,14,anthropic/claude-sonnet-4-6,True
main/analyze,26,file_ops,2026-06-30T13:23:04.493252+00:00,24547,145,0.029392,llm,6,anthropic/claude-sonnet-4-6,True
main,61,task,2026-06-30T13:23:04.556137+00:00,49905,1643,0.117158,llm,80264,anthropic/claude-sonnet-4-6,True
main,63,bash,2026-06-30T13:23:40.722954+00:00,51360,2512,0.134558,llm,1050,anthropic/claude-sonnet-4-6,True
main,65,bash,2026-06-30T13:23:44.502205+00:00,54083,93,0.106442,llm,54,anthropic/claude-sonnet-4-6,True
main,67,todo,2026-06-30T13:23:49.541791+00:00,54505,219,0.109598,llm,4,anthropic/claude-sonnet-4-6,True
